ID,Num_of_Vehicle,Num_Of_Pedestrians,Num_of_Minimal_Injuries,Num_of_Minor_Injuries,Num_of_Major_Injuries,Num_of_Fatal_Injuries,City,Address,Location type,Neighborhood,Suburb,Lat,Long,Place_name,Population,Population_density_persqm,Day,Time,Hour,Minute,AMPM,Notation12,Calendar_Date,Month,Year,Quarter,is_Business_Day,Visibility,Light,Road_surface,Traffic_Control,is_day,temperature,sunset,sunrise,precipitation
573,1,2,0,1,1,0,Ottawa,BARRINGTON ST @ NUGGETT DR,Intersection,Orléans Village - Châteauneuf,Orléans,45.45679392,-75.51975719,Orléans,139309,677,Monday,9:46,9,46,AM,9:46,2021-03-29,March,2021,1st,Yes,clear,daylight,dry,stop sign,1,-3.3,2021-03-29T18:26,2021-03-29T05:47,0.0
574,1,0,0,1,1,0,Ottawa,MERIVALE RD btwn MERIVALE RD & MERIVALE RD,Midblock,Unknown,Ottawa,45.38594218,-75.73215819,Ottawa,5501,3865,Monday,3:42,3,42,AM,3:42,2021-04-12,April,2021,2nd,Yes,clear,dark,dry,no control,0,10.2,2021-04-12T18:45,2021-04-12T05:21,0.0
575,1,0,0,0,0,2,Ottawa,BASELINE RD btwn MCWATTERS RD & ROCKWAY CRES,Midblock,College,Ottawa,45.34384846,-75.78104137,Ottawa,5501,3865,Thursday,15:30,15,30,PM,3:30,2021-03-11,March,2021,1st,Yes,clear,daylight,dry,no control,1,13.2,2021-03-11T18:03,2021-03-11T06:22,0.0
576,2,0,0,2,2,0,Ottawa,HUNT CLUB RD @ UPLANDS DR,Intersection,Gloucester-Southgate,Ottawa,45.34499481,-75.6659891,Ottawa,5501,3865,Wednesday,20:56,20,56,PM,8:56,2021-03-24,March,2021,1st,Yes,clear,dark,wet,traffic signal,0,8.4,2021-03-24T18:20,2021-03-24T05:57,0.0
577,2,0,0,0,1,0,Ottawa,ANDERSON ST btwn PRESTON ST & ROCHESTER ST,Midblock,Centretown West,Centretown,45.40760636,-75.71249653,Centretown,25687,12231,Tuesday,15:36,15,36,PM,3:36,2021-04-13,April,2021,2nd,Yes,clear,daylight,dry,no control,1,16.2,2021-04-13T18:46,2021-04-13T05:20,0.0
578,1,1,0,0,1,0,Ottawa,CLARENCE ST @ DALHOUSIE ST,Intersection,Byward Market,Lowertown,45.42960705,-75.69176308,Lowertown,9605,6052,Friday,20:43,20,43,PM,8:43,2021-03-12,March,2021,1st,Yes,clear,dark,dry,traffic signal,0,-1.4,2021-03-12T18:04,2021-03-12T06:20,0.0
579,2,0,0,0,2,0,Ottawa,HAZELDEAN RD @ CARBROOKE ST/IRWIN GATE,Intersection,Kanata South,Kanata,45.30265941,-75.88005734,Kanata,117304,1965,Saturday,11:00,11,0,AM,11:00,2021-03-13,March,2021,1st,No,clear,daylight,dry,traffic signal,1,-5.1,2021-03-13T18:06,2021-03-13T06:18,0.0
580,2,0,0,0,1,0,Ottawa,STRANDHERD DR @ 210 W OF WOODROFFE AVE,Intersection,Barrhaven East,Nepean,45.27519277,-75.72095522,Nepean,186593,860,Tuesday,18:13,18,13,PM,6:13,2021-06-15,June,2021,2nd,Yes,clear,daylight,dry,traffic signal,1,20.6,2021-06-15T19:52,2021-06-15T04:14,0.0
581,2,0,0,0,1,0,Ottawa,BAYVIEW RD @ SCOTT ST/ALBERT ST,Intersection,Unknown,Hintonburg,45.40794716,-75.72431013,Hintonburg,8696,6955,Tuesday,19:24,19,24,PM,7:24,2021-06-15,June,2021,2nd,Yes,clear,daylight,dry,traffic signal,1,18.0,2021-06-15T19:53,2021-06-15T04:13,0.0
582,1,0,0,0,1,0,Ottawa,MARCH RD btwn CORKSTOWN RD & HERZBERG RD,Midblock,Beaverbrook,Kanata,45.33098197,-75.89236237,Kanata,117304,1965,Wednesday,20:04,20,4,PM,8:04,2021-06-16,June,2021,2nd,Yes,clear,daylight,dry,no control,0,16.1,2021-06-16T19:53,2021-06-16T04:14,0.0
583,1,0,0,0,1,0,Ottawa,GREENLAND RD btwn PINE VALLEY CRT & VANCES SIDE RD,Midblock,Unknown,Ottawa,45.4672835,-76.02879514,Ottawa,5501,3865,Tuesday,17:37,17,37,PM,5:37,2021-06-29,June,2021,2nd,Yes,clear,daylight,dry,no control,1,23.6,2021-06-29T19:56,2021-06-29T04:18,0.4
584,3,0,1,0,0,1,Ottawa,BARNSDALE RD btwn EAGLESON RD & TWIN ELM RD,Midblock,Unknown,Nepean,45.19851573,-75.81619311,Nepean,186593,860,Wednesday,12:17,12,17,PM,12:17,2021-06-30,June,2021,2nd,Yes,clear,daylight,dry,traffic gate,1,27.2,2021-06-30T19:54,2021-06-30T04:19,0.1
585,1,1,0,0,1,0,Ottawa,BRIAN COBURN BLVD @ ESPRIT DR,Intersection,Avalon,Orléans,45.45340238,-75.47280619,Orléans,139309,677,Saturday,19:23,19,23,PM,7:23,2021-06-19,June,2021,2nd,No,clear,daylight,dry,stop sign,1,22.0,2021-06-19T19:53,2021-06-19T04:13,0.0
586,1,0,0,0,1,0,Ottawa,RICHMOND RD @ BELLFIELD ST/RIDGEVALLEY DR,Intersection,Fairfield Heights,Nepean,45.34956987,-75.80201601,Nepean,186593,860,Saturday,14:11,14,11,PM,2:11,2021-05-29,May,2021,2nd,No,clear,daylight,dry,stop sign,1,18.0,2021-05-29T19:41,2021-05-29T04:19,0.0
587,2,0,0,0,2,0,Ottawa,HWY417 IC134 RAMP36 btwn HWY417 IC134 RAMP66 & MOODIE DR,Midblock,Bay,Nepean,45.34090591,-75.84196702,Nepean,186593,860,Saturday,5:37,5,37,AM,5:37,2021-06-26,June,2021,2nd,No,rain,dawn,wet,no control,1,17.3,2021-06-26T19:55,2021-06-26T04:17,4.1
588,3,0,1,0,1,0,Ottawa,CYRVILLE RD @ OGILVIE RD,Intersection,Cyrville,Gloucester,45.42471256,-75.63546319,Gloucester,150012,500,Saturday,21:54,21,54,PM,9:54,2021-05-22,May,2021,2nd,No,clear,dark,dry,traffic signal,0,20.6,2021-05-22T19:34,2021-05-22T04:24,0.0
589,1,0,0,1,1,0,Ottawa,RICHMOND RD btwn BROADVIEW AVE & FRASER AVE,Midblock,McKellar Park,Westboro,45.38691016,-75.76309303,Westboro,11408,4545,Sunday,14:47,14,47,PM,2:47,2021-06-20,June,2021,2nd,No,clear,daylight,dry,no control,1,27.1,2021-06-20T19:54,2021-06-20T04:14,0.0
590,1,0,0,0,1,0,Ottawa,RIVERSIDE DR NB btwn SMYTH RD NORTH SIDE RAMP & SMYTH RD SOUTH SIDE RAMP,Midblock,Rideau Gardens,Ottawa,45.39997172,-75.66902927,Ottawa,5501,3865,Friday,21:48,21,48,PM,9:48,2021-06-04,June,2021,2nd,Yes,clear,dark,dry,no control,0,20.0,2021-06-04T19:46,2021-06-04T04:16,0.0
591,2,0,0,0,1,0,Ottawa,HUNT CLUB RD btwn LORRY GREENBERG DR & PIKE ST,Midblock,Gloucester-Southgate,Ottawa,45.36124672,-75.62845637,Ottawa,5501,3865,Saturday,9:46,9,46,AM,9:46,2021-06-05,June,2021,2nd,No,clear,daylight,dry,no control,1,24.7,2021-06-05T19:46,2021-06-05T04:15,0.0
592,1,1,0,0,1,0,Ottawa,BASELINE RD @ NAVAHO DR,Intersection,College,Nepean,45.35440019,-75.7560989,Nepean,186593,860,Friday,23:22,23,22,PM,11:22,2021-06-11,June,2021,2nd,Yes,clear,dark,dry,traffic signal,0,15.8,2021-06-11T19:51,2021-06-11T04:14,0.0
593,1,1,0,0,1,0,Ottawa,CARLING AVE @ WESTGATE SC E,Intersection,Unknown,Ottawa,45.38630376,-75.73378461,Ottawa,5501,3865,Monday,17:28,17,28,PM,5:28,2021-06-21,June,2021,2nd,Yes,clear,daylight,dry,traffic signal,1,25.5,2021-06-21T19:54,2021-06-21T04:14,0.2
594,3,0,0,2,1,0,Ottawa,MITCH OWENS RD btwn DOWNEY RD & LIMEBANK RD,Midblock,Unknown,Gloucester,45.24868514,-75.64147185,Gloucester,150012,500,Thursday,16:24,16,24,PM,4:24,2021-05-13,May,2021,2nd,Yes,clear,daylight,dry,no control,1,19.1,2021-05-13T19:23,2021-05-13T04:34,0.0
595,2,0,0,0,1,0,Ottawa,STITTSVILLE MAIN ST @ HOBIN ST/WILDPINE CRT,Intersection,Unknown,Stittsville,45.26483685,-75.92828124,Stittsville,40889,5282,Thursday,14:15,14,15,PM,2:15,2021-05-20,May,2021,2nd,Yes,clear,daylight,dry,traffic signal,1,24.4,2021-05-20T19:32,2021-05-20T04:28,0.0
596,1,1,0,0,1,0,Ottawa,BANK ST btwn BILLINGS TRANSIT & OHIO ST,Midblock,Unknown,Ottawa,45.38530645,-75.6730292,Ottawa,5501,3865,Friday,12:05,12,5,PM,12:05,2021-05-21,May,2021,2nd,Yes,clear,daylight,dry,no control,1,28.1,2021-05-21T19:33,2021-05-21T04:25,0.0
597,2,0,0,0,1,0,Ottawa,DUNROBIN RD btwn DUNROBIN RD & MURPHY SIDE RD,Midblock,Unknown,Kanata,45.40000817,-75.99338767,Kanata,117304,1965,Saturday,11:27,11,27,AM,11:27,2021-05-15,May,2021,2nd,No,clear,daylight,dry,no control,1,21.1,2021-05-15T19:27,2021-05-15T04:33,0.0
598,1,0,0,0,1,0,Ottawa,SNAKE ISLAND RD btwn 5TH LINE RD & GREY'S CREEK RD,Midblock,Unknown,Ottawa,45.21254744,-75.52842019,Ottawa,5501,3865,Saturday,18:03,18,3,PM,6:03,2021-05-15,May,2021,2nd,No,clear,daylight,dry,no control,1,17.4,2021-05-15T19:25,2021-05-15T04:31,0.0
599,1,0,0,0,1,0,Ottawa,BANK ST btwn PHILNOR ST & SALE BARN RD,Midblock,Unknown,Ottawa,45.25708602,-75.54068289,Ottawa,5501,3865,Sunday,2:36,2,36,AM,2:36,2021-05-16,May,2021,2nd,No,clear,dark,dry,no control,0,8.3,2021-05-16T19:26,2021-05-16T04:30,0.0
600,1,0,0,0,1,0,Ottawa,FALLOWFIELD RD btwn CONLEY RD & HUNTLEY RD,Midblock,Unknown,Ottawa,45.22421454,-75.89490111,Ottawa,5501,3865,Sunday,2:39,2,39,AM,2:39,2021-07-11,July,2021,3rd,No,clear,dark,dry,no control,0,15.8,2021-07-11T19:50,2021-07-11T04:27,0.0
601,2,0,0,1,1,0,Ottawa,INDUSTRIAL AVE @ ALTA VISTA DR/SANDFORD FLEMIN,Intersection,Unknown,Ottawa,45.41183372,-75.65570516,Ottawa,5501,3865,Sunday,13:09,13,9,PM,1:09,2021-07-11,July,2021,3rd,No,clear,daylight,dry,traffic signal,1,25.8,2021-07-11T19:50,2021-07-11T04:25,0.0
602,2,0,0,0,1,0,Ottawa,ALPINE AVE @ CARLING AVE,Intersection,Lincoln Heights,Ottawa,45.36221404,-75.78904477,Ottawa,5501,3865,Monday,11:14,11,14,AM,11:14,2021-07-12,July,2021,3rd,Yes,clear,daylight,dry,traffic signal,1,26.1,2021-07-12T19:50,2021-07-12T04:27,0.0
603,2,0,0,0,0,1,Ottawa,DALY AVE @ CHARLOTTE ST,Intersection,Unknown,Sandy Hill,45.43145865,-75.6752223,Sandy Hill,14526,6418,Monday,21:09,21,9,PM,9:09,2021-07-19,July,2021,3rd,Yes,clear,dark,dry,stop sign,0,21.8,2021-07-19T19:44,2021-07-19T04:33,0.0
604,3,0,0,0,1,0,Ottawa,QUEEN MARY ST @ VANIER PKWY,Intersection,Overbrook,Ottawa,45.42447976,-75.66217468,Ottawa,5501,3865,Tuesday,9:53,9,53,AM,9:53,2021-07-20,July,2021,3rd,Yes,clear,daylight,dry,traffic signal,1,22.4,2021-07-20T19:43,2021-07-20T04:34,0.0
605,2,0,0,0,1,0,Ottawa,CARLING AVE EB btwn ROSEVIEW AVE & SCRIVENS ST,Midblock,Fairfield Heights,Ottawa,45.35567988,-75.80352235,Ottawa,5501,3865,Sunday,19:57,19,57,PM,7:57,2021-08-08,August,2021,3rd,No,clear,daylight,dry,no control,1,23.8,2021-08-08T19:21,2021-08-08T04:56,0.2
606,2,0,2,1,1,0,Ottawa,WOODROFFE AVE @ DEERFOX DR/STONEWAY DR,Intersection,Barrhaven East,Nepean,45.28076534,-75.72137141,Nepean,186593,860,Friday,17:45,17,45,PM,5:45,2021-08-13,August,2021,3rd,Yes,clear,daylight,dry,traffic signal,1,26.2,2021-08-13T19:12,2021-08-13T05:02,0.2
607,1,1,0,2,0,1,Ottawa,BANK ST btwn BELANGER AVE & ROCKINGHAM AVE,Midblock,Heron Park,Ottawa,45.383375,-75.67154038,Ottawa,5501,3865,Tuesday,13:07,13,7,PM,1:07,2021-08-17,August,2021,3rd,Yes,clear,daylight,dry,no control,1,25.4,2021-08-17T19:06,2021-08-17T05:06,0.1
608,2,0,0,1,1,0,Ottawa,JEANNE D'ARC BLVD @ ORLEANS BLVD S,Intersection,Orléans Village - Châteauneuf,Orléans,45.46203502,-75.52636862,Orléans,139309,677,Saturday,13:48,13,48,PM,1:48,2021-07-31,July,2021,3rd,No,clear,daylight,dry,traffic signal,1,20.3,2021-07-31T19:31,2021-07-31T04:45,0.0
609,2,0,1,0,3,0,Ottawa,CONSTANCE BAY RD SOUTH EXTENSION @ DUNROBIN RD,Intersection,Unknown,Ottawa,45.4739992,-76.09077687,Ottawa,5501,3865,Saturday,15:57,15,57,PM,3:57,2021-07-31,July,2021,3rd,No,clear,daylight,dry,stop sign,1,20.4,2021-07-31T19:33,2021-07-31T04:47,0.0
610,2,0,0,0,1,0,Ottawa,KNOXDALE RD @ WEST HUNT CLUB RD,Intersection,Knoxdale-Merivale,Nepean,45.32289053,-75.7720995,Nepean,186593,860,Wednesday,15:39,15,39,PM,3:39,2021-07-28,July,2021,3rd,Yes,clear,daylight,dry,traffic signal,1,22.6,2021-07-28T19:35,2021-07-28T04:43,0.0
611,1,0,0,0,0,1,Ottawa,EASTVALE DR btwn LOYOLA AVE & OGILVIE RD,Midblock,Beacon Heights,Gloucester,45.45210136,-75.5946721,Gloucester,150012,500,Friday,11:14,11,14,AM,11:14,2021-07-30,July,2021,3rd,Yes,clear,daylight,dry,no control,1,16.2,2021-07-30T19:32,2021-07-30T04:44,0.0
612,1,0,0,0,1,0,Ottawa,TRIM RD btwn DELSON DR & MCFADDEN RD,Midblock,Unknown,Ottawa,45.41121943,-75.42146818,Ottawa,5501,3865,Sunday,1:05,1,5,AM,1:05,2021-08-01,August,2021,3rd,No,clear,dark,dry,no control,0,14.3,2021-08-01T19:29,2021-08-01T04:46,0.0
613,1,0,0,0,1,0,Ottawa,IROQUOIS RD btwn HAYMARKET ST & NEEPAWA AVE,Midblock,Carlingwood,Ottawa,45.37462132,-75.76600854,Ottawa,5501,3865,Tuesday,1:21,1,21,AM,1:21,2021-08-03,August,2021,3rd,Yes,clear,dark,dry,no control,0,15.9,2021-08-03T19:28,2021-08-03T04:50,0.0
614,1,0,0,0,1,0,Ottawa,MACKEY RD btwn MALAKOFF RD & WYATT DR,Midblock,Unknown,Ottawa,45.08725798,-75.73325878,Ottawa,5501,3865,Saturday,17:55,17,55,PM,5:55,2021-07-03,July,2021,3rd,No,clear,daylight,dry,no control,1,19.7,2021-07-03T19:53,2021-07-03T04:21,0.0
615,2,0,0,0,1,0,Ottawa,HATHAWAY DR @ OLDFIELD ST,Intersection,Barrhaven East,Nepean,45.27938159,-75.71273347,Nepean,186593,860,Thursday,17:27,17,27,PM,5:27,2021-07-15,July,2021,3rd,Yes,clear,daylight,dry,stop sign,1,26.0,2021-07-15T19:47,2021-07-15T04:29,0.0
616,2,0,0,3,1,0,Ottawa,BELFAST RD @ ST. LAURENT BLVD,Intersection,Unknown,Ottawa,45.41183339,-75.63046002,Ottawa,5501,3865,Thursday,19:02,19,2,PM,7:02,2021-07-22,July,2021,3rd,Yes,rain,daylight,wet,traffic signal,1,20.3,2021-07-22T19:41,2021-07-22T04:36,0.0
617,1,0,0,0,1,0,Ottawa,MACKENZIE KING BR/WALLER ST @ NICHOLAS ST/WALL,Intersection,Byward Market,Lowertown,45.42497902,-75.68761737,Lowertown,9605,6052,Monday,14:45,14,45,PM,2:45,2021-07-26,July,2021,3rd,Yes,clear,daylight,dry,traffic signal,1,27.7,2021-07-26T19:37,2021-07-26T04:40,0.0
618,1,0,0,0,1,0,Ottawa,BLACKBURN BYPASS EB btwn 1700 W OF NAVAN RD & INNES RD,Midblock,Unknown,Gloucester,45.42522264,-75.57122454,Gloucester,150012,500,Saturday,11:29,11,29,AM,11:29,2021-08-07,August,2021,3rd,No,clear,daylight,dry,no control,1,22.3,2021-08-07T19:21,2021-08-07T04:54,1.2
619,1,1,0,0,1,0,Ottawa,O'CONNOR ST @ SOMERSET ST,Intersection,Unknown,Centretown,45.4162074,-75.69434151,Centretown,25687,12231,Thursday,10:20,10,20,AM,10:20,2021-09-16,September,2021,3rd,Yes,clear,daylight,dry,traffic signal,1,19.4,2021-09-16T18:11,2021-09-16T05:43,0.0
620,2,0,0,0,1,0,Ottawa,BOOTH ST @ CARLING AVE,Intersection,Little Italy,Ottawa,45.39912578,-75.70430459,Ottawa,5501,3865,Sunday,15:48,15,48,PM,3:48,2021-09-19,September,2021,3rd,No,clear,daylight,dry,traffic signal,1,19.9,2021-09-19T18:05,2021-09-19T05:46,0.0
621,1,0,0,0,1,0,Ottawa,MCBEAN ST @ PERTH ST,Intersection,Unknown,Ottawa,45.19435965,-75.83890371,Ottawa,5501,3865,Sunday,18:34,18,34,PM,6:34,2021-09-19,September,2021,3rd,No,clear,daylight,dry,traffic signal,1,16.1,2021-09-19T18:06,2021-09-19T05:47,0.0
622,3,0,1,0,0,1,Ottawa,GREENBANK RD @ WEST HUNT CLUB RD,Intersection,Arlington Woods,Nepean,45.32218496,-75.77700461,Nepean,186593,860,Monday,16:46,16,46,PM,4:46,2021-09-20,September,2021,3rd,Yes,clear,daylight,dry,traffic signal,1,23.8,2021-09-20T18:04,2021-09-20T05:48,0.0
623,1,0,0,0,1,0,Ottawa,FOURTH LINE RD @ ROGER STEVENS DR,Intersection,Unknown,Ottawa,45.13150955,-75.71615621,Ottawa,5501,3865,Sunday,0:44,0,44,AM,12:44,2021-09-05,September,2021,3rd,No,clear,dark,dry,traffic signal,0,17.3,2021-09-05T18:32,2021-09-05T05:30,0.0
624,1,0,0,0,1,0,Ottawa,CUMBERLAND ST @ UNIVERSITE PRIV,Intersection,Byward Market,Lowertown,45.42376704,-75.68407319,Lowertown,9605,6052,Sunday,3:34,3,34,AM,3:34,2021-09-05,September,2021,3rd,No,clear,dark,dry,stop sign,0,17.4,2021-09-05T18:32,2021-09-05T05:29,0.3
625,2,0,0,0,1,0,Ottawa,CATHERINE ST @ KENT ST,Intersection,Unknown,Centretown,45.40878856,-75.6937831,Centretown,25687,12231,Sunday,22:54,22,54,PM,10:54,2021-09-05,September,2021,3rd,No,clear,dark,dry,traffic signal,0,18.2,2021-09-05T18:32,2021-09-05T05:29,0.0
626,1,0,0,0,1,1,Ottawa,KINBURN SIDE RD btwn CARP RD & LIMESTONE RD,Midblock,Unknown,Ottawa,45.416647,-76.14847335,Ottawa,5501,3865,Tuesday,9:30,9,30,AM,9:30,2021-09-07,September,2021,3rd,Yes,clear,daylight,dry,no control,1,16.5,2021-09-07T18:30,2021-09-07T05:33,0.0
627,1,1,0,0,1,0,Ottawa,INNES RD btwn 173 W OF ORIENT PARK DR & ORIENT PARK DR,Midblock,Orléans West-Innes,Blackburn Hamlet,45.43279808,-75.56181654,Blackburn Hamlet,8173,3391,Saturday,11:01,11,1,AM,11:01,2021-09-11,September,2021,3rd,No,clear,daylight,dry,no control,1,21.9,2021-09-11T18:20,2021-09-11T05:36,0.0
628,1,1,0,0,1,0,Ottawa,GOLDEN AVE @ RICHMOND RD,Intersection,Highland Park,Westboro,45.38977262,-75.75848179,Westboro,11408,4545,Thursday,19:15,19,15,PM,7:15,2021-09-23,September,2021,3rd,Yes,rain,dark,wet,traffic signal,0,20.4,2021-09-23T17:58,2021-09-23T05:51,1.2
629,4,0,0,3,1,0,Ottawa,VANIER PKWY SB btwn COVENTRY RD & HWY417 IC117 RAMP36,Midblock,Unknown,Ottawa,45.42096818,-75.65804946,Ottawa,5501,3865,Monday,12:46,12,46,PM,12:46,2021-08-23,August,2021,3rd,Yes,clear,daylight,dry,no control,1,27.0,2021-08-23T18:56,2021-08-23T05:13,0.0
630,2,0,5,0,1,0,Ottawa,SIXTH LINE RD/TORWOOD DR @ THOMAS A. DOLAN PKW,Intersection,Unknown,Kanata,45.4463832,-75.9803074,Kanata,117304,1965,Tuesday,14:51,14,51,PM,2:51,2021-08-24,August,2021,3rd,Yes,clear,daylight,dry,stop sign,1,30.8,2021-08-24T18:56,2021-08-24T05:16,0.0
631,2,0,0,0,2,1,Ottawa,8TH LINE RD @ PARKWAY RD,Intersection,Unknown,Ottawa,45.28760855,-75.50099064,Ottawa,5501,3865,Tuesday,15:56,15,56,PM,3:56,2021-08-24,August,2021,3rd,Yes,clear,daylight,dry,stop sign,1,31.6,2021-08-24T18:53,2021-08-24T05:14,0.0
632,1,1,0,0,1,0,Ottawa,TERON RD btwn BEAVERBROOK RD & PARKWAY,Midblock,Beaverbrook,Kanata,45.32666678,-75.89581455,Kanata,117304,1965,Wednesday,16:28,16,28,PM,4:28,2021-08-25,August,2021,3rd,Yes,clear,daylight,dry,no control,1,32.5,2021-08-25T18:53,2021-08-25T05:17,0.0
633,2,0,0,2,1,0,Ottawa,CONROY RD @ HUNT CLUB RD,Intersection,Gloucester-Southgate,Ottawa,45.3651913,-75.61964728,Ottawa,5501,3865,Tuesday,17:02,17,2,PM,5:02,2021-09-07,September,2021,3rd,Yes,clear,daylight,dry,traffic signal,1,21.6,2021-09-07T18:28,2021-09-07T05:31,0.0
634,1,1,0,0,1,0,Ottawa,KING EDWARD AVE @ MURRAY ST,Intersection,Byward Market,Lowertown,45.43183208,-75.68854637,Lowertown,9605,6052,Tuesday,19:07,19,7,PM,7:07,2021-09-07,September,2021,3rd,Yes,clear,daylight,dry,traffic signal,0,19.9,2021-09-07T18:29,2021-09-07T05:32,0.0
635,2,0,0,0,1,0,Ottawa,CUMBERLAND ST @ LAURIER AVE,Intersection,Byward Market,Sandy Hill,45.42456067,-75.68474067,Sandy Hill,14526,6418,Wednesday,16:54,16,54,PM,4:54,2021-09-08,September,2021,3rd,Yes,clear,daylight,dry,traffic signal,1,23.2,2021-09-08T18:27,2021-09-08T05:33,0.0
636,2,0,0,1,1,0,Ottawa,BANK ST btwn MASON ST & MEADOW DR,Midblock,Unknown,Ottawa,45.2671132,-75.56312151,Ottawa,5501,3865,Friday,8:45,8,45,AM,8:45,2021-09-10,September,2021,3rd,Yes,clear,daylight,dry,no control,1,14.2,2021-09-10T18:22,2021-09-10T05:35,0.0
637,2,0,0,0,1,0,Ottawa,ST. PATRICK ST @ SUSSEX DR,Intersection,Byward Market,Lowertown,45.42926869,-75.69656863,Lowertown,9605,6052,Friday,11:49,11,49,AM,11:49,2021-08-27,August,2021,3rd,Yes,clear,daylight,dry,traffic signal,1,21.7,2021-08-27T18:49,2021-08-27T05:18,0.0
638,1,0,0,0,1,0,Ottawa,QUEEN ELIZABETH DRWY btwn CRESCENT HGTS & PRESTON ST,Midblock,Unknown,Ottawa,45.39761577,-75.70537169,Ottawa,5501,3865,Friday,1:31,1,31,AM,1:31,2021-08-20,August,2021,3rd,Yes,clear,dark,dry,no control,0,22.2,2021-08-20T19:01,2021-08-20T05:10,0.0
639,2,0,0,2,1,0,Ottawa,INNES RD @ 260 E OF BELCOURT BLVD/WALMART SC,Intersection,Orléans Village - Châteauneuf,Gloucester,45.45421667,-75.50851888,Gloucester,150012,500,Saturday,15:35,15,35,PM,3:35,2021-08-21,August,2021,3rd,No,clear,daylight,dry,traffic signal,1,31.3,2021-08-21T18:59,2021-08-21T05:10,0.1
640,1,1,0,0,0,1,Ottawa,BRONSON AVE @ SOMERSET ST,Intersection,Chinatown,Centretown,45.4114644,-75.70575404,Centretown,25687,12231,Tuesday,18:52,18,52,PM,6:52,2021-09-28,September,2021,3rd,Yes,clear,dusk,dry,traffic signal,0,13.2,2021-09-28T17:48,2021-09-28T05:57,0.0
641,3,0,0,0,2,0,Ottawa,ST. LAURENT BLVD @ MCARTHUR AVE,Intersection,Unknown,Ottawa,45.43270756,-75.64214038,Ottawa,5501,3865,Wednesday,15:28,15,28,PM,3:28,2021-09-29,September,2021,3rd,Yes,clear,daylight,dry,traffic signal,1,13.9,2021-09-29T17:46,2021-09-29T05:58,0.0
642,1,1,1,0,1,0,Ottawa,BANK ST @ GILMOUR ST,Intersection,Unknown,Centretown,45.41407178,-75.69525378,Centretown,25687,12231,Friday,13:59,13,59,PM,1:59,2021-10-08,October,2021,4th,Yes,clear,daylight,dry,traffic signal,1,21.2,2021-10-08T17:29,2021-10-08T06:10,0.0
643,1,0,0,0,1,0,Ottawa,DWYER HILL RD btwn DWYER HILL RD & PURDY RD,Midblock,Unknown,Ottawa,45.09927962,-75.91292102,Ottawa,5501,3865,Friday,14:24,14,24,PM,2:24,2021-10-08,October,2021,4th,Yes,clear,daylight,dry,no control,1,21.3,2021-10-08T17:30,2021-10-08T06:11,0.0
644,1,0,0,0,1,0,Ottawa,GOULBOURN FORCED RD btwn KANATA ROCKERIES PRIV & TERRY FOX DR,Midblock,Kanata North,Kanata,45.33812583,-75.93078488,Kanata,117304,1965,Wednesday,0:15,0,15,AM,12:15,2021-10-06,October,2021,4th,Yes,clear,dark,dry,no control,0,12.6,2021-10-06T17:34,2021-10-06T06:08,0.0
645,1,0,0,0,1,0,Ottawa,BALMORAL DR @ LIMEBANK RD,Intersection,Gloucester-Southgate,Gloucester,45.31580189,-75.68669447,Gloucester,150012,500,Friday,16:40,16,40,PM,4:40,2021-10-22,October,2021,4th,Yes,clear,daylight,dry,stop sign,1,7.6,2021-10-22T17:05,2021-10-22T06:28,0.0
646,2,0,0,1,1,0,Ottawa,FLEWELLYN RD @ SHEA RD,Intersection,Unknown,Ottawa,45.2478796,-75.88605514,Ottawa,5501,3865,Saturday,14:48,14,48,PM,2:48,2021-10-23,October,2021,4th,No,clear,daylight,dry,stop sign,1,8.0,2021-10-23T17:04,2021-10-23T06:30,0.0
647,2,0,0,0,0,1,Ottawa,SNAKE ISLAND RD btwn DOYLE RD & NIXON DR,Midblock,Unknown,Ottawa,45.16580028,-75.61620838,Ottawa,5501,3865,Monday,7:22,7,22,AM,7:22,2021-10-25,October,2021,4th,Yes,clear,dawn,dry,no control,1,5.4,2021-10-25T17:00,2021-10-25T06:32,0.3
648,2,0,0,0,1,0,Ottawa,INDUSTRIAL AVE @ ALTA VISTA DR/SANDFORD FLEMIN,Intersection,Unknown,Ottawa,45.41185305,-75.6557208,Ottawa,5501,3865,Friday,18:47,18,47,PM,6:47,2021-10-08,October,2021,4th,Yes,clear,dark,dry,traffic signal,0,16.9,2021-10-08T17:29,2021-10-08T06:10,0.0
649,1,1,0,0,1,0,Ottawa,HERON RD btwn BAYCREST DR & FINN CRT,Midblock,Heron Gate,Alta Vista,45.37950189,-75.65449577,Alta Vista,24726,3400,Saturday,4:02,4,2,AM,4:02,2021-10-09,October,2021,4th,No,clear,dark,dry,no control,0,13.0,2021-10-09T17:27,2021-10-09T06:11,0.0
650,2,0,0,1,2,0,Ottawa,AVIATION PKWY NB @ LA CITE PRIV,Intersection,Unknown,Ottawa,45.43588097,-75.63468227,Ottawa,5501,3865,Saturday,19:57,19,57,PM,7:57,2021-10-09,October,2021,4th,No,clear,dark,dry,stop sign,0,16.1,2021-10-09T17:27,2021-10-09T06:11,0.0
